Contact Id,Tag Added,Should have Added,Status
fdnIt5dYrPovLnRBekCJ,no,no,not-effected
p1VrChNGnoV4Uhu5a974,yes,question not found - skip add tag,effected
ViYQe1zw8pmVWAdjSrB9,yes,question not found - skip add tag,effected
lHa6gRFkVesOTBOyI80T,yes,question not found - skip add tag,effected
znlluvaIZRdYqEsiU0aB,no,no,not-effected
dxNIS9fZWMQDzELSR7Jf,yes,question not found - skip add tag,effected
i4mGtey97aEYwTdMXh2n,no,no,not-effected
ScNI2fadYRUv4HpUbmCO,no,no,not-effected
6w0cMfWbbIiGU1TEsfHT,no,no,not-effected
HDMSah0gzAXfWXk9XUx3,yes,question not found - skip add tag,effected
LQEtI7PdW6zqnStOIu6I,no,no,not-effected
opvEmX2Xt2LyP8RqKy2N,no,no,not-effected
v7m4XjgUYfDEHaFe0Iu9,yes,question not found - skip add tag,effected
XPUCggwXA1Uf71AjTka5,yes,question not found - skip add tag,effected
DkI25va9RCPc0rC7wczu,no,no,not-effected
Y7qiSQZ4Essm8hgC15Am,yes,question not found - skip add tag,effected
oJXpzIUFfdVJOkFUhfBM,yes,question not found - skip add tag,effected
uYMSIYKl13fYIQIZMb4Q,yes,question not found - skip add tag,effected
88rEnJfqv0RlAQFz3ckh,no,no,not-effected
jm5PJDNMnzmUIcHhROSb,no,no,not-effected
cR2VB41A82qZuqVKV3u4,no,no,not-effected
1aiuu5G4OF5W4s1H6t9A,yes,question not found - skip add tag,effected
xYD9n5tAjZCQnuSO3d4c,no,no,not-effected
ozAxcltlybtl30kgXHPS,no,no,not-effected
j6kWsVjpLaaggdm11Gui,no,no,not-effected
TzuLUXGUZMFw5LQBohFA,no,no,not-effected
H17j8u4sXqlfJtaeW1ar,no,no,not-effected
b0K2RmZbMtZMSINZxmMn,no,no,not-effected
JUbpHMweMP68L3X7F81l,yes,question not found - skip add tag,effected
sGRQiiflkj4aVtmPODnv,no,no,not-effected
aEQmaAYRmdaAQnQS7BFW,no,no,not-effected
Bicr73W9gAGNzfTHCXs0,yes,question not found - skip add tag,effected
w2uaBFwOwCiHhYLvl901,no,no,not-effected
3I9xMcNoWknHV1XaesBf,no,no,not-effected
7Xmv8iBhPagVIQ51DEfS,yes,question not found - skip add tag,effected
vQQi5Lo4VewUtMCBrAzo,yes,question not found - skip add tag,effected
QpWQsmVThMZfxOWrmzkE,yes,question not found - skip add tag,effected
69b38S4HK02mz6C8u9sK,no,no,not-effected
qE2qrHt3ReC8uoifzqpS,no,no,not-effected
bn9LtbIYckh4oBj1IOkf,no,no,not-effected
PWF8IpGrjyvfuqQDErzj,yes,question not found - skip add tag,effected
EaxMYRyTkEy24CzsIM8H,no,no,not-effected
jjdLeLeibO4NAzzclBVF,no,no,not-effected
HVkWVT9pElZsAEk35Ft4,no,no,not-effected
b5J1XhkekIeUYuooN9x6,no,no,not-effected
vWWsVkM2UaJimOA3tVng,no,no,not-effected
fUGGu466K2HBTLyJyIMl,yes,question not found - skip add tag,effected
TgCyT18vqx0slPqtKJUk,no,no,not-effected
Xml5ea7GwFJ20ckbxa3u,yes,question not found - skip add tag,effected
1JjTkajVzON729x2M3ab,yes,question not found - skip add tag,effected
muZrLonxLpsd88l4P8hl,yes,question not found - skip add tag,effected
WPcsnUdlWkRvWBpKIaVd,no,no,not-effected
sr6mfhccvgmU5SvKh4HR,no,no,not-effected
20O4uUFJ740QfyWRQEuF,no,no,not-effected
jK5fFgNDzXK3bkuyKDpM,yes,question not found - skip add tag,effected
3jEtssmR2pTnuw0zJDAw,yes,question not found - skip add tag,effected
CLwUbsaj6iX5DNNsbsBU,no,no,not-effected
nX45fmYlMqqBMdVG4PXG,no,no,not-effected
zTfMvsv3TQ6OznvCsguB,no,no,not-effected
dPMV7G6VwrLYnyQUXQfo,no,no,not-effected
rvVx22trrBdda36T7yqU,yes,question not found - skip add tag,effected
mH66XG099mnxMx2rh8dI,yes,question not found - skip add tag,effected
bxCTssXDeGD4TH1FrzCr,no,no,not-effected
kqGK7NSHNU2IH6Kgy9ws,no,no,not-effected
1QjUpA4UuDwqgeX0x7DS,no,no,not-effected
gXjP98VLHrbKL89V1qHa,no,no,not-effected
nTecWR83x7UkYZFcYjsW,yes,question not found - skip add tag,effected
hATtJmiyqIhC1zmIqh0Q,no,no,not-effected
5dCEIHqVozZq7bm52SIQ,yes,question not found - skip add tag,effected
sjNL4dubSdPgNhw6zADD,no,no,not-effected
DZZZO0EoZmrsSKgdmV1L,yes,question not found - skip add tag,effected
xd8G4WfEOqU0EEDRS2VU,no,no,not-effected
6Umc2n7WL9NdhUDkws4v,yes,question not found - skip add tag,effected
F6dMAybQlclGKgYZxsbJ,yes,question not found - skip add tag,effected
h6Myn5Cdz7myW9qWsHdJ,yes,question not found - skip add tag,effected
51EvmyzP9xcJ29ygwgYj,no,no,not-effected
AmvFeUhvzd6nHHU7wGTR,yes,question not found - skip add tag,effected
BldUDOy3kOZ0ZuEjDVD7,yes,question not found - skip add tag,effected
cB5GDbjJFkCmNKSrBANi,no,no,not-effected
lOhlEYc06XrDBCU3amUh,yes,question not found - skip add tag,effected
SCYYqDewunjpDYrXN7s1,yes,question not found - skip add tag,effected
kAZcJCdLmGkZrSc2ptd1,yes,question found but answer not found - add tag,not-effected
iC5PA0eFRvR5ExSKcT1B,no,no,not-effected
p9vSjWxvZwhtje9aAc45,yes,question found but answer not found - add tag,not-effected
aLntrACtEXTMRsw4zSPI,no,no,not-effected
0kguOFwID4Lhz0WvnZ59,yes,question not found - skip add tag,effected
s0BPkStB7zCx0WerGMFq,no,no,not-effected
a2imiwBeCP6Du8Y26WYC,no,no,not-effected
TlKsI5KBTraG2BKBiD3J,no,no,not-effected
0tBBqY7BBxByezFGtvgd,no,no,not-effected
xdIIxWxBbf87InDJUEfM,no,no,not-effected
eiJBGW9bECYUguNWt4ng,yes,question not found - skip add tag,effected
5weqoemGgavGB6SSnj6M,yes,question not found - skip add tag,effected
luc2bEvzs57kaQz7rjQs,no,no,not-effected
It6FB3LUQ6ZOa4NpK1dl,no,no,not-effected
ryjy8nX9yOPN4todr2iU,no,no,not-effected
uCF19qLlhjcLmE7SanLB,yes,question not found - skip add tag,effected
4VVMlCwdiHyME4D0jIv7,yes,question not found - skip add tag,effected
sJiY2SE68Zc4a4w6kowB,no,no,not-effected
1tIpqhpDKAgAIEAJEC6C,no,no,not-effected
74VshTNt4MSDF1AZ0ADJ,no,no,not-effected
RsOM4BkQeTYKkr0G80PE,yes,question not found - skip add tag,effected
qqosaSbzg3SKki77sE8t,yes,question not found - skip add tag,effected
hS5FQCiuFLMWqnyEBSdD,no,no,not-effected
Xmv37YIDSKdCHGeizKh3,no,no,not-effected
GBrCFUWvZvePO6MGuK1W,no,no,not-effected
f5TbG2kczs05TuHsDBhI,no,no,not-effected
K6UngmVE0ncN2qoFJATs,yes,question not found - skip add tag,effected
RAmGxCGCHBM5YnWmzeh3,no,no,not-effected
ZzTv3M0CgiRH12myvbjF,yes,question not found - skip add tag,effected
W9tAKkRsAE4JjeiwNmFg,no,no,not-effected
gdqXn8HIgaudbkJw1CvO,no,no,not-effected
wXWFDI7iPeEaaZuTeGl9,no,no,not-effected
Lg9Dj4WYMoHUGYCIc7AC,yes,question not found - skip add tag,effected
gg8UHupqa6FE9wQ4gdC5,yes,question not found - skip add tag,effected
1KR8SFVXUi0wgy9u3Qv3,no,no,not-effected
DcdAiNwz3YkDcGutU7Dj,no,no,not-effected
UQSIhYlbbk5Hg5KPPlox,no,no,not-effected
ibtuZ03f3gwDtyzVK2gx,no,no,not-effected
ha1zumm1I22A1nqICi6W,no,no,not-effected
hlX9wig3Cv2FaDA64Tnp,no,no,not-effected
8NObMelKd2GjiKwAxlgf,no,no,not-effected
JhqGWgj26b8r7qESL1pN,yes,question not found - skip add tag,effected
e0Gyt2G8IxXWjrmygO2v,no,no,not-effected
C3WTPmfMvPETS3vgPz7g,no,no,not-effected
CwGyfOI2wCBo4lMYAcDj,yes,question not found - skip add tag,effected
5K3G6bn4LttO15o7VcjR,no,no,not-effected
48R0D0HLG0C3QvuOahML,no,no,not-effected
3xT0JlRFm2RBviBt3iBQ,no,no,not-effected
vrwy3YgammylI7wXapr0,no,no,not-effected
uyAKOaCgyHckfrpepXjy,yes,question not found - skip add tag,effected
AYf3v2yfLFPs59CppbHW,no,no,not-effected
LeYL92PSr0dKBpC1tHuG,yes,question not found - skip add tag,effected
2RJ4YfgnjDXTZ7GveZI7,yes,question not found - skip add tag,effected
LkrVDHGg1ZgLfsDNd5EB,yes,question not found - skip add tag,effected
lpDdExPQ72MaOnOFW3i3,yes,question not found - skip add tag,effected
CsSgJ0N74Pg9QdGXfTla,no,no,not-effected
Dll8RQ8iZRrGpE4ppGoK,yes,question not found - skip add tag,effected
jxGF2PEPmnldCMAS6gF3,no,no,not-effected
4ETPY8qdRHTXoZQY9gyW,no,no,not-effected
Zwqkgdh8CbywRlyea5QD,yes,question not found - skip add tag,effected
bNaZiwAdf9rWWcfNAKE3,yes,question not found - skip add tag,effected
0ZKtYPAjnD6IrPrqUxsv,yes,question not found - skip add tag,effected
qFp7UkB6EPeAT3uZhlEN,no,no,not-effected
r4QvgGzBQNJugWxNHMRN,yes,question not found - skip add tag,effected
qELG3Ir7mCWNhFsnNDH8,yes,question not found - skip add tag,effected
ciQA0aaSWz3hXc4AkEJi,yes,question not found - skip add tag,effected
kznG1LEvVe8oH46NtyjN,yes,question not found - skip add tag,effected
bbmMsKWwsFm7urKVMTKY,yes,question not found - skip add tag,effected
TWDNwz5E4b5G3GCnBnce,yes,question not found - skip add tag,effected
sjlsfuCIlvCZMNeC4Puo,yes,question not found - skip add tag,effected
nSSX0LL0DwBWmOCnI1fg,yes,question not found - skip add tag,effected
s9qgq2vVxpbpg3YWniHv,yes,question not found - skip add tag,effected
9HfeJXZMtuaiZdQeBG3j,yes,question not found - skip add tag,effected
yaSF0t5PHzz28WpQ5zS1,yes,question not found - skip add tag,effected
WTG6KjQ8ifkOWbtKnDdq,yes,question not found - skip add tag,effected
lvAr3tiO6cyflAriIT0c,yes,question not found - skip add tag,effected
dJfyavT1YMqpX7MDaEvr,yes,question not found - skip add tag,effected
jndmiUQkptrjFhfeRRcB,yes,question found but answer not found - add tag,not-effected
coiFoBrUhJZUCBGqWdsa,yes,question not found - skip add tag,effected
xOyQPk1AYvINSoZFklzd,yes,question not found - skip add tag,effected
vnOqtDLvDCqLosqu9fFj,no,no,not-effected
qHdT624FSy2Ybg9pifed,yes,question not found - skip add tag,effected
GXSnw9YHfawk1hwaTQEv,yes,question not found - skip add tag,effected
7uJUMK7xC59unJQCIFTa,yes,question not found - skip add tag,effected
eHmr27Y9WurWyAx6FGA6,yes,question not found - skip add tag,effected
WUSjSskRof7F416kCAup,yes,question not found - skip add tag,effected
BFXVyrqHcbEwY4jcxwXZ,yes,question not found - skip add tag,effected
ERRtwJ8RRitvIZxQvnzU,yes,question not found - skip add tag,effected
4OF7DFBbyyPArIAyIsYk,yes,question not found - skip add tag,effected
obEZasFckEg0x86uIqwc,yes,question not found - skip add tag,effected
NUG6mHUog1E0k7rVUt1V,yes,question not found - skip add tag,effected
UjeHHUQssueT7khizQHq,yes,question not found - skip add tag,effected
3o2RLIbJH0xnb9co50Bm,yes,question not found - skip add tag,effected
AY9hnEgWrRylw3yMFdcQ,yes,question not found - skip add tag,effected
Cq5f5ienbmHvxE8Vk8Hk,yes,question not found - skip add tag,effected
MwB69IgPhimqftD5ZeiU,yes,question not found - skip add tag,effected
PRnVwgBTubihLOkKnOwv,yes,question not found - skip add tag,effected
Uvh0yakg2VW9AcdDG5ei,yes,question not found - skip add tag,effected
4LCsqOmmUW42yxOBQVs1,yes,question not found - skip add tag,effected
k6ldm5zI7Eh9yBjaRBpQ,yes,question not found - skip add tag,effected
WumRKYqjIjedE6t8j5F2,yes,question not found - skip add tag,effected
Q85MWrinvmgt5ZgAIaIs,yes,question not found - skip add tag,effected
ljAQhx3H2Y0jWUN3aUA1,yes,question not found - skip add tag,effected
4jjnj57lShEbVbh2aUeo,yes,question not found - skip add tag,effected
tzPfbGxix75Lu49xprT1,yes,question not found - skip add tag,effected
hMNRH6aLnDelyR130bOI,yes,question not found - skip add tag,effected
Udgwvx7veZwhGMKMuSwr,yes,question not found - skip add tag,effected
7kvDZKsu7NKjmJmug3WD,yes,question not found - skip add tag,effected
PFhJtXWLKaoIZJ2ZuPFO,yes,question not found - skip add tag,effected
vcIib8JqSvHhOQUFGQrX,no,no,not-effected
rRTYlzoly9egh3LkvUdh,yes,question not found - skip add tag,effected
1KNsXEtDEv0swFfKE2hM,no,no,not-effected
LPKe189KjIPsBlSIGa1P,yes,question not found - skip add tag,effected
oiL8lG72DMQHQHhxebmF,yes,question found but answer not found - add tag,not-effected
459P78jFmOqzXkVCFoV3,yes,question not found - skip add tag,effected
wL55NyiW1KoOt7rYGcA2,yes,question not found - skip add tag,effected
nuS84OJiFgZwLWrODvVt,yes,question not found - skip add tag,effected
ijezWikNvQWXrU4Ksf3M,yes,question found but answer not found - add tag,not-effected
33mxYGgYGB81AhjFfV1f,yes,question not found - skip add tag,effected
5m7cJySAc5nMU9kccpzI,yes,question not found - skip add tag,effected
CmAuxerei6oqBDUGvbpk,yes,question not found - skip add tag,effected
3m7lqCdaKOhiGx4Bjo5P,yes,question not found - skip add tag,effected
oWX8IH78r13G8Yl0i0lp,yes,question not found - skip add tag,effected
IhrYRjOEZMJRpuamzhqu,yes,question not found - skip add tag,effected
JKxfYpiIDCjJ49QjOK1s,yes,question not found - skip add tag,effected
UX6gV08hGy0GAi9usOp3,yes,question not found - skip add tag,effected
6j580QUWaH1QdnpA5gja,yes,question not found - skip add tag,effected
aJAWndup3QSNowOvU9Lr,yes,question not found - skip add tag,effected
tpfnZkRmgn7i7cf9X1mu,yes,question not found - skip add tag,effected
0JJQrSgSf43mHv5tGox9,yes,question not found - skip add tag,effected
LdTMWcUwBWVovXz6qRiv,yes,question not found - skip add tag,effected
eCCCzwlZ7liJ9PcXjrqz,yes,question not found - skip add tag,effected
HwDAP2P0hp5CAPED2Vem,yes,question not found - skip add tag,effected
wdDp1OtDa3MwIbzji4Op,yes,question not found - skip add tag,effected
7tokhXHbRvQvnDx7udYa,yes,question not found - skip add tag,effected
CHAUnfUHDHZiOC40rXTj,yes,question not found - skip add tag,effected
iDOUgTn68o7LvgrPvJms,yes,question not found - skip add tag,effected
LXZIjB5YabvTLzW1yid5,yes,question not found - skip add tag,effected
H9S9Afli9oQNfYRtvYX9,yes,question not found - skip add tag,effected
yrqjhyrvG3FPVjD5SSNR,yes,question not found - skip add tag,effected
tSTD5vgreweZ4nGT8Uxr,yes,question not found - skip add tag,effected
cZKVPlibBLNP5Tpamq9u,yes,question not found - skip add tag,effected
lh3xupne3uh1AegQHO8c,yes,question not found - skip add tag,effected
LPUoiXDkkX3NXRzCtmOW,yes,question not found - skip add tag,effected
sAaQcBPdiDfDU8tTwI8L,no,no,not-effected
5zLIKNnraseIcSb98MZ7,yes,question not found - skip add tag,effected
0qQ4kyZ0QmBLoTptO3Wn,yes,question not found - skip add tag,effected
aIhLCeTKw556u9VP9MwJ,yes,question not found - skip add tag,effected
Iqx8aJsLI9BO3pogL8iT,yes,question not found - skip add tag,effected
kWjxLs4BoO8ayhEh84k8,yes,question not found - skip add tag,effected
6zhnjDUK9EtwQ6I5Zwk2,yes,question not found - skip add tag,effected
I1D3tjXjtFznJJ6xRcJI,yes,question not found - skip add tag,effected
MajxdafUqUL55ghKumPx,yes,question not found - skip add tag,effected
3faRrjH023W3mL2mSHQK,yes,question not found - skip add tag,effected
ZKlKUAXWfmniObMYfsHW,yes,question not found - skip add tag,effected
O9PsDU4xF3svrMqsp8EE,yes,question not found - skip add tag,effected
jmDLgqeR7NhF7tnAzlzY,yes,question not found - skip add tag,effected
z6p5N6YvseLF60xrro5A,yes,question not found - skip add tag,effected
3MhLvkTyjnF9dvN3CKQV,yes,question not found - skip add tag,effected
ltr0SwLdCjl98KfbUF3u,yes,question not found - skip add tag,effected
vyjO344VOCkU2vjAKfJB,yes,question not found - skip add tag,effected
vN6NTZCxKGI0JjYI4Y7p,yes,question not found - skip add tag,effected
YszaLZi7BhhTf2QFdKB3,yes,question not found - skip add tag,effected
enAI3PPyEGFpVp4df1AP,no,no,not-effected
ZDOCX4pADhmfu8qBrid2,yes,question not found - skip add tag,effected
bX4ge5sOIERH2uHMtzi1,yes,question not found - skip add tag,effected
3GHwrrctz87uAeoWzcQV,yes,question not found - skip add tag,effected
uU6x0G8kOa7w1xF1XGIT,yes,question not found - skip add tag,effected
JEdnIJsaj67e0wPAV0zi,yes,question not found - skip add tag,effected
plkzzEF42klO8f6nLa6R,yes,question not found - skip add tag,effected
TScAOq4JcMkEVhoHg3uZ,yes,question not found - skip add tag,effected
9pIMtRHSVv9p4SWQ3Bc7,yes,question not found - skip add tag,effected
U5dHRchVUjbTpIlZ4vPk,yes,question not found - skip add tag,effected
49fJGAVvlcCsOWEu36jM,yes,question not found - skip add tag,effected
XslRG9d32kI5nKhd4QOz,yes,question not found - skip add tag,effected
Iaie1YYcKKMhw9azhCOq,yes,question not found - skip add tag,effected
6LTng0PL7WKecKkF5KIn,yes,question not found - skip add tag,effected
6XwBwhutWDXjuQ9LOsmF,no,no,not-effected
5JMQ3sMkZqJO6LZadOmx,yes,question not found - skip add tag,effected
uzcwKOLVqTWvQUKnrOqx,yes,question not found - skip add tag,effected
jFdkbNxvmRzmJykvXFLd,yes,question not found - skip add tag,effected
zXLIGTz4jxFtyZkEeRDZ,no,no,not-effected
eLMUNgs9b1NW9WGIqcVZ,no,no,not-effected
GChDXN12jEBxUqPsMqXp,no,no,not-effected
cejR1nk7RqAFj6pAgdIY,yes,question not found - skip add tag,effected
plo6xV9jh3ixzYPstQ6c,yes,question not found - skip add tag,effected
pUAytUAJgkkczwFcv1PU,no,no,not-effected
OJJtmsmbTdF1GjcWJyjs,yes,question not found - skip add tag,effected
59epmTY89Zr4qFobSwSN,yes,question not found - skip add tag,effected
IxkB3q9gLjTq91cBZ6b4,no,no,not-effected
dHcDnGkcWg1zvXdVXPvk,no,no,not-effected
tpyuYObgoXAj890IiM0J,no,no,not-effected
I0yCnuf37fzPLfIwwh4F,yes,question not found - skip add tag,effected
IWBM4WgxAdoleM5LgL5q,no,no,not-effected
yndBKWlQ1lFzCq90BdSK,no,no,not-effected
OaHrJob38XQTlaAUVuic,no,no,not-effected
o1OONukpJclEpbIADOkR,yes,question not found - skip add tag,effected
q0R6wI35JCYC5mnSWCtP,no,no,not-effected
Co0BP1XKhtkzS9a6RCNT,no,no,not-effected
NHWQEmsYAZclpKykGnaz,yes,question not found - skip add tag,effected
lCo2bv1nVM1Nynj1jK8t,yes,question not found - skip add tag,effected
SrPpTGleJ0hU1ygE28EV,yes,question not found - skip add tag,effected
JeH9BDibn3HzU7EFFOdH,no,no,not-effected
squHjH8o24QufE4o8IqX,yes,question not found - skip add tag,effected
JO9XLPbmovRWvMaSMWVX,yes,question not found - skip add tag,effected
WOm8LiuVrNXoTsZxTN5u,yes,question not found - skip add tag,effected
Chzi8HN8bIAzBZAykxAU,no,no,not-effected
D79XgHLlt5EacjBXtAwI,no,no,not-effected
9gY3Cbk72dN3lZmSsPtS,yes,question not found - skip add tag,effected
eenzH1D9qWTEfZcT2mcL,no,no,not-effected
1e8DiNxBNgLh4eJ2fs6J,no,no,not-effected
XWCIzMlurlwiJ6Ox0k8U,yes,question not found - skip add tag,effected
FjAkWVXZvmjrAP75VmNZ,yes,question not found - skip add tag,effected
GpUwaMur8GpbhaVQ2lVv,yes,question not found - skip add tag,effected
UiFCIRtQiqE93noiU0L7,yes,question not found - skip add tag,effected
cAEuH6YVWoj3sSCJa9Td,no,no,not-effected
65g7Fte05enn7zx4vmg0,no,no,not-effected
nBJ5rP6CKbK1wmNWbPb1,no,no,not-effected
ZbvncxVy6ueuezSILvMe,yes,question not found - skip add tag,effected
42nCbbELw5c28BDOBSkq,no,no,not-effected
Dakr9FkfRPYO2QTBOXBt,yes,question not found - skip add tag,effected
iuL6jduaXy1ZB7r0o00j,no,no,not-effected
pdrJEGZACkfFzJKtD9dy,no,no,not-effected
N8TQBmuAQeyDhIWm9zDZ,yes,question not found - skip add tag,effected
T1yUaZRLz3038IhHw9dy,yes,question not found - skip add tag,effected
YNqWpBDVNSIa2J3BwJyd,yes,question not found - skip add tag,effected
BcOP1071yVJ5WVXC5Dki,no,no,not-effected
5wOA7dLvpq45qEJUlCbg,no,no,not-effected
kVjgH1Ds7uqabGsPNwo1,no,no,not-effected
EPQISZlJlTpjIuCdBfMe,no,no,not-effected
36EAUHOCJVI8GaOMDtJL,no,no,not-effected
WNDgcslSMCVIKj61nPth,yes,question not found - skip add tag,effected
KDwHjJtKFtO5CvjRPonF,yes,question not found - skip add tag,effected
Zj8IvNDXTmBD3TfGyXXh,no,no,not-effected
rz3DPmJxc50iCWiKK6QE,no,no,not-effected
0dTU9qnnIBkaOEd0YaPG,no,no,not-effected
e8Vy1wXWjQjwEwb78476,yes,question not found - skip add tag,effected
zkZxXpNA4zOkUZzL0ZWe,yes,question not found - skip add tag,effected
QhYSaBHtan3Un27e42k8,no,no,not-effected
hepHT3dHMl24BUv0YNe3,no,no,not-effected
oobtWia08fZCusnjxovL,yes,question not found - skip add tag,effected
82vsumGBIbElEYHahpoX,no,no,not-effected
ju5YFRS5cCTjBAhCynVU,yes,question not found - skip add tag,effected
BDoDazHssXLAm2CW5s7v,yes,question not found - skip add tag,effected
cBK7M2gLo2QsCdMdDKBi,yes,question not found - skip add tag,effected
adQu9KD0IkVOQ1B0wTyx,no,no,not-effected
EYSsJabKvLGb2y1PTplP,yes,question not found - skip add tag,effected
KjhKlYvrfZOWjahIyjIv,yes,question not found - skip add tag,effected
gpqZAxcCunU5jCOTtG40,yes,question not found - skip add tag,effected
WwFJTVu9rGfcvISSPYJk,yes,question not found - skip add tag,effected
yN2JNLWnG8KqSFctWQ08,yes,question not found - skip add tag,effected
AgcfUWjVDOeuQrdf9Wu3,no,no,not-effected
3EM6P8pbtlzul3Q15U56,yes,question not found - skip add tag,effected
yaKwgovHI2jr6ULkYFOv,yes,question not found - skip add tag,effected
IIPchpNCWJ6PGfCmidyd,no,no,not-effected
aUgTdmMDC1fOvHYRapkU,yes,question not found - skip add tag,effected
H37AYjC11fVc2QZ1KhZO,no,no,not-effected
Was2eumkNTaxlToOWmEb,no,no,not-effected
sxFNJUcdrBImp6zRcu5W,yes,question not found - skip add tag,effected
eRbWoJGMwc3mFTXK04Za,yes,question not found - skip add tag,effected
NIH5nywCy0IYdEQMjWyb,no,no,not-effected
y75KSguOZ2Mxvidj4pAc,no,no,not-effected
iniRXoEZW3cxITfMYshu,no,no,not-effected
kJ3g3oLSr3I4JjP9GlrU,yes,question not found - skip add tag,effected
8TUtEDLxGNPnw3BYsyWT,yes,question not found - skip add tag,effected
hsDYpVDOw3Ubj7g7fYPa,no,no,not-effected
NDadeBIpJvsrbf0G4ij9,no,no,not-effected
ypYnz4ZW5oDgViiClT3X,no,no,not-effected
TpTK7WophGqkClE9IX9P,no,no,not-effected
ikZQqBG0Kz9k9a2xwZC6,no,no,not-effected
Np31yFYzPWemr6SyZu1W,no,no,not-effected
DdeyRXhyQOdbTUeVrI02,no,no,not-effected
31fj9jfbyZOe6Mtio3ZC,yes,question not found - skip add tag,effected
9azRR4Eph5hPxLY2nVl9,yes,question not found - skip add tag,effected
br1ehUHxGzaL0HEIFWkg,yes,question not found - skip add tag,effected
MmGmbsgvbp2wdGSyr78J,no,no,not-effected
5vrXVzp1zOfDo2eSDLxy,no,no,not-effected
eoT0jnAYG9iv1McAgrxx,no,no,not-effected
jiceIHvh5E0aAo4SmCJy,yes,question not found - skip add tag,effected
B8DduwHDMghkH8Ek8ymz,no,no,not-effected
zbMxESGk8iYI5dwWVMW3,no,no,not-effected
gJRLekjB2Yu2YzII8RmQ,yes,question not found - skip add tag,effected
FEHxnz7Z6P629vuwZVy5,no,no,not-effected
Ywff67CHSw9b5uwbPnWV,yes,question not found - skip add tag,effected
h5poS8lRHQc6AV6dVy6H,yes,question not found - skip add tag,effected
5mXidXfEzKFYO3ToD8X1,no,no,not-effected
ZrgwcZ8h2PVWQ9IB7avq,yes,question not found - skip add tag,effected
bEYLoBtruNh6tqgo9aIq,yes,question not found - skip add tag,effected
tPagEgZPrWDk2Se3cDQj,yes,question not found - skip add tag,effected
evdV5UGjakBRUUxHhJQg,yes,question not found - skip add tag,effected
1bBgWWmyKB96ISSiPXJh,yes,question not found - skip add tag,effected
5YZma1TRrXpPMyuwfW0r,no,no,not-effected
kTX3gaA62DApmgNffW1j,no,no,not-effected
wkH2LIcn8U9nmFWaODF4,no,no,not-effected
wXUrAThduwCZB4UR7Tox,no,no,not-effected
V2HUtnF7zRwNEQUMPJSp,no,no,not-effected
jA199k8DHqXjGm9bR3te,yes,question not found - skip add tag,effected
GDUs2VjFHCkKkTArqSVN,yes,question not found - skip add tag,effected
uvWxnljcZT0AUmgRwYJs,yes,question not found - skip add tag,effected
KB04cBIlT0AcfiLmUUXy,yes,question not found - skip add tag,effected
IELHdiPHq7zavZ95ieOw,no,no,not-effected
NUfVXKCCa12Mf30bOlZh,yes,question not found - skip add tag,effected
VJrM7mS6rVV9Dyco5YQz,no,no,not-effected
ux2VJXkIdLCPnCSaZHOc,no,no,not-effected
gAlCODZ17r3CvYLpJ0OP,yes,question not found - skip add tag,effected
mSCyjbZWhEHxfQSpVVyX,yes,question not found - skip add tag,effected
kp9HmnZIHi0lnHXMsaDt,yes,question not found - skip add tag,effected
ECHVVZ8xafO2h5QJlZOp,no,no,not-effected
Z1ffjcpvTfreKPPTeNrU,yes,question not found - skip add tag,effected
ATft6xZkbqNBF7xS7Y7s,no,no,not-effected
0SOmZRI2vHRt0uQAllhv,yes,question not found - skip add tag,effected
X90KI2wxEIrpzR0YPiEt,no,no,not-effected
VaGvm4EvNLFwMrsinaDw,no,no,not-effected
VaLLsn4gHhl2AcOs435H,yes,question not found - skip add tag,effected
ooPCvZpiAJv2VEqi2wCP,yes,question not found - skip add tag,effected
RlQwJTRJZSyulVJ3Sl2T,no,no,not-effected
BscdCIGe1wATEuoZWwnz,yes,question not found - skip add tag,effected
zzFjRUQf8bVtB6pRrHq7,no,no,not-effected
2llsKjiWUC6lvwGx7UEi,no,no,not-effected
y37uYG2yOtJjf20lQIzD,yes,question not found - skip add tag,effected
y3uT5BH790Y0jXjfHUAt,no,no,not-effected
wHJxdvsKpRGcuy9pLVkC,no,no,not-effected
4pg4z1CRxtv1SOdbDXMu,no,no,not-effected
T3S4DxQigppVbrF7i5s7,yes,question not found - skip add tag,effected
xIX9QU79I50xttoNK2ns,yes,question not found - skip add tag,effected
FpbJfa1If4LlAgBmlZIV,yes,question not found - skip add tag,effected
3w1uF0bK2i9KdjIht3oI,no,no,not-effected
hRitpoVobwK3P6CSFzha,no,no,not-effected
fLI6ZJEpVynUDGwpujCp,yes,question not found - skip add tag,effected
oWeDKvtBerHL9uIa75Ri,no,no,not-effected
UKoKSV0rk5Jkll41rRO3,no,no,not-effected
Do6BNOMQpIbdeELrKGb7,no,no,not-effected
B9tQo9X4G4UIM1SLRUeo,no,no,not-effected
wjYpncOz09PFhlZ9fRh6,yes,question not found - skip add tag,effected
DEojusnVS5HC7TcCG9jL,no,no,not-effected
HtwHcdNCl9YgzqUXFC1d,no,no,not-effected
VLYwugAFRq3vJAyd6qtp,no,no,not-effected
lVvD90YEPQ5BAfJFHbN4,yes,question not found - skip add tag,effected
hvU5wPlIidhMjHYldJdZ,yes,question not found - skip add tag,effected
2XebqcU6Vp5g0FhVzKVc,yes,question not found - skip add tag,effected
