Contact Id,Tag Added,Should have Added,Status
VRd6I2ZJA2Vq3UlrKTML,no,no,not-effected
JVYwyEeb5Qo11m5niU45,yes,question not found - skip add tag,effected
VpWl00EF8KQNzOIMpxwP,no,no,not-effected
xOpgA5W50olDYxtmg2D2,no,no,not-effected
ylurpc0S0nYnV7SHp0zQ,no,no,not-effected
FgRU8vLgUkOzHHcARJdM,yes,question not found - skip add tag,effected
4zZU2swwYO3ZPdExONnz,yes,question not found - skip add tag,effected
bbH2gLuaq7i00UqQmQ7E,no,no,not-effected
UogSLaBqpoNgazodqF21,no,no,not-effected
EqLERcX9v6C2f6ZAO3NH,no,no,not-effected
42aHYGbAYR2u3V7RVa13,yes,question not found - skip add tag,effected
k5edpUfzLsw7adofNoSE,no,no,not-effected
9ylE4l3wwC4Mtx7V5R1G,no,no,not-effected
s7pAixHQUDV6y7uTxo8Y,no,no,not-effected
gZUnrvJiCRs8C6gCHSqk,yes,question not found - skip add tag,effected
TG3lufxzuplYVeQnnZb4,yes,question not found - skip add tag,effected
gV2f0jNo5hrSwtTqyz4h,no,no,not-effected
CeIndbzG4tOMmpIurByC,no,no,not-effected
2CniO7bqfUVo23delifK,no,no,not-effected
f0UYH2RheM3RhJUSrkHL,no,no,not-effected
pZq84PupMn8ZSr5RXm6a,no,no,not-effected
EMsnVSxdYJmwvmRPlkz9,yes,question not found - skip add tag,effected
otCtntoHcxHQp6M5zPb2,no,no,not-effected
o1LkLOcWFth1vhhPQdV1,no,no,not-effected
vayiYZhR15jziJOQ8EnR,no,no,not-effected
EBoz4acQPwqXjWa8DnAK,yes,question not found - skip add tag,effected
2TNQ32v7bgQNuza0TrJB,no,no,not-effected
zVIcIA8KqLF1XaTAQ5OL,no,no,not-effected
GHWJaSsEbHLeiV6rIBOf,no,no,not-effected
zMq5RnWWKCl640TH86Au,yes,question not found - skip add tag,effected
NDBSj984cLA02iJLekzY,yes,question not found - skip add tag,effected
iKeNsk7G98pP9H3Sh3Y6,yes,question not found - skip add tag,effected
ky5C5PwLqvmqxHDKNQHS,no,no,not-effected
X5dHNboIU7hkUZdJ2Wlt,no,no,not-effected
be5DDIsVhIPVaNQGXCsG,no,no,not-effected
tZE3r0Af2txWdqhIUNel,no,no,not-effected
o6kuQZ1c4wumjvLylDVw,no,no,not-effected
HL1P9r0lpUL9d9ZCPXdM,yes,question not found - skip add tag,effected
wi2UmNDm30zUKz0Fi0Dm,yes,question not found - skip add tag,effected
6gEXewK1IBMEDf1F1451,no,no,not-effected
ZJEN8KYc7Y9Aeu67glLY,no,no,not-effected
LEC3SzJ8Oh3MPDvkKbuX,no,no,not-effected
RW9qZMD5f8nvQrBjauf0,no,no,not-effected
np4uZiXSXEvz9yAJfKV5,no,no,not-effected
88Y7wZ81lY15zD2lQpHM,no,no,not-effected
ejSmawhYhqlULh5gDJCf,yes,question not found - skip add tag,effected
st1rKmdDFIrltSiKVIfy,yes,question not found - skip add tag,effected
EtwgUTTrNlmeuayJbNrM,no,no,not-effected
jWso88PdRPAScb20et2h,no,no,not-effected
6KSYMFX67sPeAw7BWart,no,no,not-effected
itN3F5W6BLl73gUoH5ku,yes,question not found - skip add tag,effected
3VAmfX533URdU8VBZJtI,no,no,not-effected
2JfFtuHekPfVBiY1JjuR,yes,question not found - skip add tag,effected
DyOLcX04aaP9Fw72vHYL,yes,question not found - skip add tag,effected
eUuH3DFVT4mW4McWLDIA,no,no,not-effected
iR5fFyRO2clWOe5hWUMp,no,no,not-effected
rF7J31EComZlxe9MWcfr,no,no,not-effected
3lY85UWXi8RoZqvFomWb,no,no,not-effected
nTqS2veTcg2KdxPjfuuJ,no,no,not-effected
btiO5OfzuZ1ZO1ZlVjwf,no,no,not-effected
qisNAVMVppwjDUOPPTkp,no,no,not-effected
a21jgTJr555tNwQdtoXt,yes,question not found - skip add tag,effected
igMLiOMRjcoISWDCW8IJ,no,no,not-effected
qUnsjSAcSJkzrh8r1PLd,yes,question not found - skip add tag,effected
IyFPtiDA5PmJXfgFIVSc,yes,question not found - skip add tag,effected
mr05W4lLeFKBz7gYtPhX,no,no,not-effected
BL9XkgU1B7OgIZAisYfF,no,no,not-effected
YSsMX6Qk4WgsXvCTgdlK,yes,question not found - skip add tag,effected
S0zHhrXOgIvUjTgKrdGe,yes,question not found - skip add tag,effected
YpUnYZjFIiwGJQcJ4tQt,no,no,not-effected
mQ7qPGQPOmYW5vF4u8oy,no,no,not-effected
IYk8Y4sDKABQzqkvHpEl,yes,question not found - skip add tag,effected
XqntNBfBfHs54DLVXzcb,no,no,not-effected
cAdLk7KrenV1krhaoa8O,yes,question not found - skip add tag,effected
dUPJtDuSFBVqEjkF2DTE,no,no,not-effected
5vromfzUYmXRvB8PRUVZ,no,no,not-effected
fZb6jJsRAnqkUvTTxqQM,yes,question not found - skip add tag,effected
KwlcIvZsRfPpXGkRRSUu,no,no,not-effected
I0VAiQ9U0bIcvbM3c9l9,no,no,not-effected
kaK5j2iun6hjf6EDfJto,no,no,not-effected
hvwiyLx1YrI5cs3WZXoe,yes,question not found - skip add tag,effected
5SChh4hP2UMIOgaRe7eO,no,no,not-effected
CuGDROPDnNeDTLjgyCqu,no,no,not-effected
qC4ECEhTQVlCL30kEPEY,no,no,not-effected
NjRGBzOxB6Lg0tnY7bRC,yes,question not found - skip add tag,effected
7bHcWtPEscA7gMig0c3r,no,no,not-effected
8zTAEHQBHyCi6CBGNKEu,no,no,not-effected
0dmajBt7GTAwqITOZuno,no,no,not-effected
mpQQZkNZPqfHqCGxMaB6,yes,question not found - skip add tag,effected
EEbjGVuL3axn3WFmksxF,no,no,not-effected
IvlBm2BzZDL41w8zuPGr,no,no,not-effected
G5ZkWlFJLNgFzIogYCti,yes,question not found - skip add tag,effected
EcQhTSWGwV2cen2XXkHd,no,no,not-effected
clU4Rel5ldvU6FGXgouu,no,no,not-effected
fYYSR3Acq1rW1F3aZEqS,no,no,not-effected
Voy3LaFbD2hiQfrM0Ki0,no,no,not-effected
9tUQUHRbsMkIvjdyrzcP,no,no,not-effected
tExPR80KSgLzgw3CdFC9,yes,question not found - skip add tag,effected
Xjk1XsxISwAHioarvjFg,no,no,not-effected
P4tf8ZjbXGM0dAfZgfJF,yes,question not found - skip add tag,effected
WBk2MVWRPvelzj6fxBsS,no,no,not-effected
c9GvnFF5y0AOFqU0Eyjf,yes,question not found - skip add tag,effected
xFVGyu0DwQBErSWpGPvT,no,no,not-effected
OefgtkYpCOu6j5hyUATC,no,no,not-effected
V6PFhULv7HlbUSoNIfdO,yes,question not found - skip add tag,effected
r4pHv0RmkTixyPm5u6qs,no,no,not-effected
tlhGGOfOPGQwz7UOy1nD,yes,question not found - skip add tag,effected
Z02dmxwxcsdHe4CtCtKO,no,no,not-effected
GtGY7888Hu0GGOBLvqCF,yes,question not found - skip add tag,effected
VUWNWO6T65qVoXhOmiV0,no,no,not-effected
Kccs9aHhXwzJya5ymchB,no,no,not-effected
3aImBc8KawvPFXFd5eYu,yes,question not found - skip add tag,effected
g6mLSZ9pTirDuvV1hqGV,yes,question not found - skip add tag,effected
HxrYUw7UHNXYIFqiBcqp,yes,question not found - skip add tag,effected
JMjUBBO3HPf1jJ0V4yTU,yes,question not found - skip add tag,effected
QfujXF6RCjnWsHyikh6S,yes,question not found - skip add tag,effected
LcpKABzXLqrFlQJQYKdM,yes,question not found - skip add tag,effected
zEnBQ6kRGt0mJJqKFKVw,no,no,not-effected
MLYXYZQblerqu5zvGvc2,no,no,not-effected
Omn3CnuktjPQBH8GyoPU,yes,question not found - skip add tag,effected
J8fH2PIhAo74RmVnJ5Mb,no,no,not-effected
VUWknLLreNKQyyPIBMtk,no,no,not-effected
gdUauiatWtHKpKxUbekY,yes,question not found - skip add tag,effected
rNfl1vpgF0yo6E8XEWd3,no,no,not-effected
zB6afNEEJW6Z50mGCpsh,yes,question not found - skip add tag,effected
tvEcfBtps72TvYdb5Odz,yes,question not found - skip add tag,effected
i3KfMizM0XHGWgTe3fXF,yes,question not found - skip add tag,effected
QVzuCQpaNthczhPnplab,yes,question not found - skip add tag,effected
WMitLLWUuKzdOyPWgsLG,yes,question not found - skip add tag,effected
exO0X8x0LOhh0jsOimTx,no,no,not-effected
tQqVRAKEFICExivvyTmY,no,no,not-effected
yXAM8dAgiijda5RaUaO3,yes,question not found - skip add tag,effected
k9V9AKEhg3TtvgcrPADi,no,no,not-effected
DlRxwTsqOa0h4vok3tYA,no,no,not-effected
0bVDZ9Ww3ZdDZndXMz2J,yes,question not found - skip add tag,effected
5Li8PHanIslYG9BsCVig,no,no,not-effected
WLGzKJopyAzwlip93UpP,yes,question not found - skip add tag,effected
R1ibiedTEHvG2uimzs7N,no,no,not-effected
BSHhhslVHCfFPliziPM3,no,no,not-effected
HW1LjjJW0TxaunAOQBps,no,no,not-effected
GTVQuME71nXsgk9wr222,no,no,not-effected
Je8CHkWVo3WlUDyJd8bE,no,no,not-effected
b578iT6cJ93cHv2KVskE,yes,question not found - skip add tag,effected
qRakyLFDupQBqf2bMtFI,yes,question not found - skip add tag,effected
7cXNFvGNPHavp0mcDAAC,yes,question not found - skip add tag,effected
5ojg5OOHXlrVVQiSPMtf,yes,question not found - skip add tag,effected
Ml1i1I7XHPBBoeeWaCsp,no,no,not-effected
fIKn3i5IIxRpPsiQnPcn,yes,question not found - skip add tag,effected
FIQ8SOt7OiFxVY0lAWcI,no,no,not-effected
irvLneS6hj0cJ9vnNZjs,no,no,not-effected
155Kp5C8w8lG0zm2RK3a,no,no,not-effected
Flgk4BQZQXv6T09fTB2U,no,no,not-effected
YNNbYFrBDuT3j5HoCBug,yes,question not found - skip add tag,effected
G6T7v0dhyTpsrbcNywwz,yes,question not found - skip add tag,effected
QKL4kjcd6U8GsCBw7Xbu,yes,question not found - skip add tag,effected
RmK1KPo8eEw4HocIk8zX,no,no,not-effected
3raWJ2M1kPrtXXZXtuud,no,no,not-effected
Cy1eYiRXrfzO9nkQEuBL,no,no,not-effected
6Due7mSJ8MqlCAjWajxC,no,no,not-effected
vglQQvsb6a4YGdwPZRLl,no,no,not-effected
Dd5xcLICnZ5SATPWufNd,no,no,not-effected
uHiiMBN4QkzMdJI19t2A,no,no,not-effected
dkfd97oL1rnAemgH2af4,yes,question not found - skip add tag,effected
ygFCSkcpTgMo242Gyj82,yes,question not found - skip add tag,effected
qDbBj9MjTU6zqnD40F1P,yes,question not found - skip add tag,effected
nj1GEiMTn4HrXG54N6UC,no,no,not-effected
C9lucYRtqp3RlXc4DvP1,no,no,not-effected
zGYjExU0T8rpDmgQ0M0W,no,no,not-effected
roK9pGigooizeKQi1mF8,yes,question not found - skip add tag,effected
Jd5bMPvCsv8uibZXOcDj,yes,question found but answer not found - add tag,not-effected
bM1jWXV7Oy1BI8M63loY,no,no,not-effected
ZHVDKbZhK6hEOVyGUC0J,yes,question not found - skip add tag,effected
arw7LyQ02T2qs0diZb6P,no,no,not-effected
SZqbvLgzCLroI3RoveFy,no,no,not-effected
27jub4VGuTPkYHrzK9qQ,yes,question not found - skip add tag,effected
VDmeCcd6r2OC2febSdg7,no,no,not-effected
r7drADbQbNBLfw2LrqLs,no,no,not-effected
jwd19UA9nyH2yfmNfXcT,no,no,not-effected
68in4GQRkym1lXrMD8hD,no,no,not-effected
dxLKDBSldyzWAoUZm2fT,no,no,not-effected
H7bwIPQCxgUYt31hWsNU,no,no,not-effected
KZRfFMgEHUq3i2iDLEg3,no,no,not-effected
zgirUDK5xHu4InyQXccO,yes,question not found - skip add tag,effected
z0dsezAOyguZEH4Wov5s,no,no,not-effected
Ebf2MO5en5ObDhxITfu9,no,no,not-effected
qgsgfT3UtIt0ViP4p17H,no,no,not-effected
ufG5lqanTRgZM89qBapJ,no,no,not-effected
HxfW9RzqwZk6HHTkf5aE,no,no,not-effected
vhn8U3djulS94wNcaBvI,no,no,not-effected
FY6OaF0CyAPOTWamIser,no,no,not-effected
1PTppO2hG0D7H6dW5ecF,yes,question not found - skip add tag,effected
vSy9iDI6SFMo0VuXeWbV,no,no,not-effected
lCDITRvtW2GnsZzPa63i,yes,question not found - skip add tag,effected
7f9ltcT8rQasQQSbMRUL,yes,question not found - skip add tag,effected
ArR9mq5y2pNjzl7sTxLD,no,no,not-effected
LFXOp9drSbEFZ1gqjidX,no,no,not-effected
P0sP4Ft1NsydiVy7Eu5H,yes,question not found - skip add tag,effected
vvLbhYFm3HsdTvRzDtnK,yes,question not found - skip add tag,effected
tXZxRzEd37JHgHM48yD5,no,no,not-effected
KWmR7HHTu6uXavQ55HO9,no,no,not-effected
D6GjrQ22BC4k0TSfpPdn,no,no,not-effected
eBApKeOsbuV1ToyGzeSn,no,no,not-effected
Ynuhx0cOX1fkkMMKqJui,no,no,not-effected
MCvmH4p57F80mHcCy9hA,yes,question not found - skip add tag,effected
ppBLClL8r7P1DWmT2s5N,no,no,not-effected
92gDyTOqNkYSvkD8x4fn,no,no,not-effected
EhVAi8tYRCdbJ5rkqpLX,yes,question not found - skip add tag,effected
3l5EZfmIYcAhVgD7yRzh,yes,question not found - skip add tag,effected
NFQhSJh6CCmxLXpkrIxL,no,no,not-effected
XgAIQFoSQ4qNAqvftR9y,no,no,not-effected
taJszb9SVRnINqmYebuH,no,no,not-effected
rGT7YvgnqCIUiEWJt0D7,yes,question not found - skip add tag,effected
bMRhhptp9F7tiUIRf9Xv,yes,question not found - skip add tag,effected
cGy3ViHHfA6GfvEwLTMv,yes,question not found - skip add tag,effected
fOB4lgIBDF0uzCY7ViyE,yes,question not found - skip add tag,effected
yFEj96qDPUKVJhUcMw6h,yes,question not found - skip add tag,effected
C1Ih6J7RTyLrWMyhEKkv,yes,question not found - skip add tag,effected
01FRUX08hwS3fNZHmOOF,yes,question not found - skip add tag,effected
2nJPhbJrS3ggnuLRYCjv,yes,question not found - skip add tag,effected
YTqV9dxZbNs1J3ddmyd9,yes,question not found - skip add tag,effected
4GEGlfLxtYeGlX8SqnCA,yes,question not found - skip add tag,effected
qEUpxmbh7oOCQyJIG8aY,yes,question not found - skip add tag,effected
K6xU4FwtuQkBrDmfWlFr,yes,question not found - skip add tag,effected
a2Pq2GU5APVcLeD71W3n,yes,question not found - skip add tag,effected
TM1qN6u8WfdqUbj4i6al,yes,question not found - skip add tag,effected
sZFcs9HPIpnYm9vJ29iX,yes,question not found - skip add tag,effected
Anzvu2E4T5QQQ2ZKRYAA,yes,question not found - skip add tag,effected
7q3Ix71MO92asoh3o5V3,no,no,not-effected
2dbghONf5h2zVIt8e6Sn,yes,question not found - skip add tag,effected
oRCpdwfPtxWUP5aBFngo,yes,question not found - skip add tag,effected
H7Ns6rna6eo4HDi8Zyez,yes,question not found - skip add tag,effected
BrRh5CwxQWXtf0cvenkT,yes,question not found - skip add tag,effected
pVmgI7sFUFOxEEKahaau,yes,question not found - skip add tag,effected
KkAAVYdpY1uwm6QwKCjU,no,no,not-effected
OYE9BxKNhGshrxHA0asG,yes,question not found - skip add tag,effected
NTSgO6RlSW9TZyKjNHo6,no,no,not-effected
82y0obMcTvN4v5jpeazy,no,no,not-effected
4KDeuuME58fYnCnyDbuo,no,no,not-effected
JxLhkwso3XOXv1g0QKYH,no,no,not-effected
Vhw7EsHPMHs1LGYoTqiY,no,no,not-effected
wzij6Xx9ztznaDJRAyxv,no,no,not-effected
I7B5LV6HCXUJBcgrgw9y,no,no,not-effected
uZBZqgCmJKrKcfpYs2la,yes,question not found - skip add tag,effected
bPYiuz2EUDgCHGAtHBXu,yes,question not found - skip add tag,effected
OT68T9zS5ezGGHEdiywA,no,no,not-effected
p2tsk1Hfk3J7vcW8CHGd,no,no,not-effected
OqcyQqLRIdsJlMkwEX1I,no,no,not-effected
fKcyQXp2IV29BpSga8yu,no,no,not-effected
TH3RVzryDvfC1WPKCvVm,no,no,not-effected
XroJkRoZTNL5KIBkw7Wq,yes,question not found - skip add tag,effected
3eHL0eWWqgT0iw4JOd15,no,no,not-effected
ivUgK1K1mbERDpsY5RYo,no,no,not-effected
OxU6NlVUEyB7h07JMCUq,no,no,not-effected
YvOh47M0rPsR46M2zQAx,no,no,not-effected
4uglXGkUyAWKQV9AdMWy,no,no,not-effected
djTXivbdo1npyIMTpHur,no,no,not-effected
5ssqcct1OcGsRHlWASQE,no,no,not-effected
ur0zIVd9DTNt52ofZbZY,yes,question not found - skip add tag,effected
sHLuk4YiUC5NNnihTk3e,no,no,not-effected
JEqz5RzwQmdagRDQrq9j,no,no,not-effected
ARESMZ38bRm5hagILj5z,no,no,not-effected
scoc5WrIDvUflkOcdSc7,yes,question not found - skip add tag,effected
jiWszPlmhd88fcagY0Fn,yes,question not found - skip add tag,effected
L672PrBjBVZ84idskF3D,no,no,not-effected
Nk7r0QvdrdjGlBpTXQjA,no,no,not-effected
knc2sFJQBRPxD2qIKKOz,yes,question not found - skip add tag,effected
t9dewslpun8cPVMWyHKu,no,no,not-effected
hAHirtzOGQuzSLyzIw2L,no,no,not-effected
nr8X0WJjUv1wff99xk0Q,no,no,not-effected
n3LEiyUG1OZ3Shm1xFwg,no,no,not-effected
GlHodu9dHngrsHlTSXlf,yes,question not found - skip add tag,effected
DlNJha2bAykcT8DsM35C,yes,question not found - skip add tag,effected
AYBjCzNJeZSlH9im20Uj,no,no,not-effected
ccKGdNBhRW3ncv3XBtWc,yes,question not found - skip add tag,effected
vOZzfqeNHQj6dMIqm4DG,yes,question not found - skip add tag,effected
7jwMI53cXdbSGU5Lv6wO,no,no,not-effected
Xd8XYPHeruULFd7sH7OT,no,no,not-effected
jaZ4bF9b1IYTTgvVDhtv,yes,question not found - skip add tag,effected
O1ZpTo91qsolTVM4FW1k,no,no,not-effected
QH9V2Khi1mSbmYULssEI,no,no,not-effected
rDslMRZKvTjGtzsgJlos,yes,question not found - skip add tag,effected
yJr6yjUu4Sh0679vu5LF,no,no,not-effected
OiGTi26RAN5neLNJNQuj,no,no,not-effected
OHAnuIlqs1pie9ONSTU5,no,no,not-effected
xjzjSNmGwljSzyLuML1I,yes,question not found - skip add tag,effected
UBe8D286hVg5srTlz3in,no,no,not-effected
hHpNaHM0qnJPWLmkfI1p,no,no,not-effected
PedyNi9LCfXlArmffgR2,yes,question not found - skip add tag,effected
TKfI16BJVSkBynpzoOQ8,no,no,not-effected
PLUfdfCM1x9udU9ptLft,yes,question not found - skip add tag,effected
CnBydfHUuXw7A7WFkDpu,no,no,not-effected
seU9GrkbgQoFfNRClY4Q,yes,question not found - skip add tag,effected
ux5XXf9igVZBJhmBBDSI,yes,question not found - skip add tag,effected
7MgZuMLPLrIZyZsAqlWO,no,no,not-effected
hJ3iEHluHcTLVEabN4m2,yes,question not found - skip add tag,effected
zxNI0Oz5rfF5KYRYkKem,yes,question not found - skip add tag,effected
x8n6iDonTC3fBZKtwq33,no,no,not-effected
y8mNNlORpM9iV6L9NRHw,no,no,not-effected
OIxSb8oHZR5KxPOMIR2z,yes,question not found - skip add tag,effected
0ntURtRHHNFkhRTMa7HK,yes,question not found - skip add tag,effected
ouSofGnCJXWDSi7rBPDF,yes,question not found - skip add tag,effected
eSijACzTrnQgVP7RPUIp,yes,question not found - skip add tag,effected
J252KLScPkvE4d2Gs3KD,no,no,not-effected
nSIxinP96vpw0xFSPvic,yes,question not found - skip add tag,effected
ZkL40vKLgqqaWW6y8k3j,yes,question not found - skip add tag,effected
1T2FXc9I2sUceLHzfgoo,yes,question not found - skip add tag,effected
vt63Y4O2GULbkClEdexX,yes,question not found - skip add tag,effected
KkAN4m8T0zYwJJRLcNJN,yes,question not found - skip add tag,effected
83IDnZRjemM1ydG4zcgt,no,no,not-effected
q3tIFfglSpO2vRuHttte,no,no,not-effected
1rTI1qRfEIYcpFA6IaSB,no,no,not-effected
o5T0olDhwWaSqEP7lhdW,no,no,not-effected
MVxa5Mq4aEuSmByfsTKD,no,no,not-effected
TcVnzURCYwPgSW9zsEhm,yes,question not found - skip add tag,effected
Ba9uO1dg5lO43iAJaILV,no,no,not-effected
ybMSQdnGP1CsnNkKu0rr,no,no,not-effected
Ra5lqWGNPTBJPvnPQ0dj,no,no,not-effected
bL7EE20DFsOdXvjNn183,yes,question not found - skip add tag,effected
bkVG1byFDDaGZszVD0T1,yes,question not found - skip add tag,effected
mJwcDHitDovbeGczaO26,no,no,not-effected
Z1W3r8GUg5KvvrO6dNJ0,no,no,not-effected
G8HfBuwYCEkSpkzhje2h,no,no,not-effected
1YYu07fMZSebs4DNI2CS,yes,question not found - skip add tag,effected
6EcEnlwkdkkczdIBwEhC,yes,question not found - skip add tag,effected
A3cxDh7CkZ80mETwP1M1,yes,question not found - skip add tag,effected
AEUSnZVBkvHyw0wBwu4j,yes,question not found - skip add tag,effected
5K4b4Psl0ePalnonCcAL,yes,question not found - skip add tag,effected
cIsvEuACXIVSx70mqK7v,no,no,not-effected
zeJgM2FkHe5Ch5paSm04,yes,question not found - skip add tag,effected
UpecXg7z3ZvVnwojXpYJ,no,no,not-effected
DINb15K2R1mIdDpl6OIP,no,no,not-effected
TvFKrCORHaN5BGzI0Ibs,yes,question not found - skip add tag,effected
Uk6IEZY4uHPqgIxPoOFY,no,no,not-effected
2EHwRuztccZOMbQk9Aov,no,no,not-effected
AMrCHtEeSqQWm89HfmS0,no,no,not-effected
INtoSakrHvNAf78PFAJW,no,no,not-effected
Lfesh4WL5B3COGVB5yO5,no,no,not-effected
IHz2WKOKVsPoCs8QMMn9,no,no,not-effected
1lPlQlswbL0wGD8CSu5F,no,no,not-effected
wrJopuCUn0pbMwc9rD4u,yes,question not found - skip add tag,effected
OoUfZnZd10m3wuQyOSgl,no,no,not-effected
V7i2oB1kmoHqkczaBOuT,no,no,not-effected
LIuAcyT3OUGgDhhZRg5V,yes,question not found - skip add tag,effected
FmQbmwtEulOz9ys3tzEQ,yes,question not found - skip add tag,effected
VOrw51k0zlUheEZbZvtE,no,no,not-effected
DCEghRUiGSAW8kCBn71v,no,no,not-effected
XBAAGsSnk7AbTBQV2U7b,yes,question not found - skip add tag,effected
Vr6z0P2wchwyqFNBRLyt,no,no,not-effected
mxiXE5hp2CWXHNtX3BjH,no,no,not-effected
hDIGrXBC6kq4B0SRfnCh,no,no,not-effected
5aocoBBliuZC9OSDfrIR,no,no,not-effected
aaVUDzDT6uaDlu9Aq17b,no,no,not-effected
Ixb3eTgOFotSq4sAt78P,no,no,not-effected
gYFB74YbL16kyYMijmhh,no,no,not-effected
oFbiWHan0EkRvVEsxGcO,no,no,not-effected
ZdaHy6PpQcKrtCPjXklC,no,no,not-effected
NNlCLaZVIXmVXppkUv2N,no,no,not-effected
C5abAMtcEZbCwV1Sb6x5,yes,question not found - skip add tag,effected
DHbB2vp8z5FZyHAxOWVc,yes,question not found - skip add tag,effected
p5TBQp69TIdEhFNu6VFq,yes,question not found - skip add tag,effected
eK1e9MtiHjj0FpGusUKe,no,no,not-effected
vMlQEqfRtTVNIhbbBiT8,no,no,not-effected
jYG0XwpuKIR5PRwZbgpz,no,no,not-effected
qFQehfiJXimJmmhemm0a,yes,question not found - skip add tag,effected
Cb958kpYV53vC4DICBfu,no,no,not-effected
2bHm1gI6N4BVSgVcTrGF,no,no,not-effected
GLLMkL4rcv755RRKcV1H,yes,question not found - skip add tag,effected
7zsSMK5T7k4vY87d6wAL,yes,question not found - skip add tag,effected
mmIIbsImq9Ztof6ultER,no,no,not-effected
7hjThno3d38IQ2BLtrKh,no,no,not-effected
FBMQJ8b1ItF9slpfzUb8,no,no,not-effected
jLDjMwA06PO1tHItdAvn,no,no,not-effected
tMtnGuRNREzyLgPoUIIn,no,no,not-effected
t2siW4Btov5NvPTflNTJ,no,no,not-effected
9reKUQpPz6jd4x92HnVd,yes,question not found - skip add tag,effected
dcAg5uhYekJGqC4Gboja,no,no,not-effected
tMkd8qQStRNGQV4rQLRF,yes,question not found - skip add tag,effected
j0fJd3VewvBoSmBqIpkV,no,no,not-effected
Ke2RCHHfvdp5xdWgiNUJ,no,no,not-effected
RDH7TCgM3Hbxi6FMfzo7,no,no,not-effected
o9Nzn6u5Ru45R8QB1J3K,no,no,not-effected
PL5Ajz5LpSEyJCDgtZK6,no,no,not-effected
vz0WM5NK5kENBENTYfSJ,yes,question not found - skip add tag,effected
V5AQQhGnZMDUJmadTbxL,yes,question not found - skip add tag,effected
KAutM6TsD4ff3HTq12YV,no,no,not-effected
DhrTVAATDReM9OhSDLKk,yes,question not found - skip add tag,effected
rIHlSMDKDJWJWzCeF2yo,no,no,not-effected
r24Op8oFFGI2UtRJhIQ8,no,no,not-effected
EbhteyuSDMX0NuxoP3ZV,no,no,not-effected
lxxJRoUVKzjnF0onfUuV,no,no,not-effected
QaXGY784zcRjBHpT9Ut5,no,no,not-effected
km312aMe3VBuxQxSBtCT,no,no,not-effected
TaXbWgESJOHu11Ez6RdO,yes,question not found - skip add tag,effected
SsYYnm4sRft8PIMhosXR,no,no,not-effected
Gkzo5pTFwNI1OxLbbxSz,no,no,not-effected
NhR4ATCf4KTzOWqBkEU7,yes,question not found - skip add tag,effected
9JCauHs6m63ws6pLrBIb,yes,question not found - skip add tag,effected
jgfDFsXvUbChDnwKjLaQ,no,no,not-effected
NMYXLXBCL1lm73N07n6D,no,no,not-effected
1Np6Giethx3BU29QamBl,no,no,not-effected
RBPb7cT33NFxpKXfx1rO,yes,question not found - skip add tag,effected
Nj7Vm3SHtbhIPSNOFmoq,yes,question not found - skip add tag,effected
53CsFfzAeFauwNs3LRdB,no,no,not-effected
GVUKDI8u5cav1A54wqxp,no,no,not-effected
utxMtMty4nm98N7erXm1,no,no,not-effected
bCFCr3HUdgztaHuyHfjh,no,no,not-effected
oF0m54uy52uNzvEc2EQo,yes,question not found - skip add tag,effected
x9H7bTokkd38ndBqqZfe,no,no,not-effected
guqJh6wAvdaWJjeyLT2d,no,no,not-effected
BM4pwUXA6PiWdUHuQOxI,no,no,not-effected
wZ8IXhRv7XkICWMbkbPK,no,no,not-effected
oJU5YYoA8MgMeR7K985x,no,no,not-effected
g6qGn5lURxgG77G3ouKY,no,no,not-effected
C7UEiacxdOhGHrPQ7piB,no,no,not-effected
w3H8iIb3L8GKU5k1DwKz,yes,question not found - skip add tag,effected
VRKdcQQuShlqyUulzzLz,no,no,not-effected
j3gJZsQdv3yTz7f4zWRn,no,no,not-effected
3xU9y0UZbhxyNLtEHv5j,no,no,not-effected
zCYpNbL53WjT0P6XeT0X,no,no,not-effected
bzZlzwNEAY2BML6cfd4i,yes,question not found - skip add tag,effected
rfgAqTLdZGJs08gwX8YB,no,no,not-effected
khaTF1qcsAE030lxElvu,yes,question not found - skip add tag,effected
YeFV0NvvGBs4XYiC6FUz,yes,question not found - skip add tag,effected
4s4aWVDTlUYeuZ2YKSqm,yes,question not found - skip add tag,effected
kxjEcQ4uPo2FPqZdILf0,no,no,not-effected
JBAisMpAQV0NeAJ5oEjF,yes,question not found - skip add tag,effected
MqRmVvqkQuTnqaZWr14u,no,no,not-effected
gW5ihGyKQYu3GwhwDJ55,yes,question not found - skip add tag,effected
exQsGbJmmbUseFK7uvKt,no,no,not-effected
SMf8bQpa125ASLo2e5yp,no,no,not-effected
Z1PbrK3HK8Omv2tqGH7U,yes,question not found - skip add tag,effected
rJRWVM2GCsNwJ1auxPuQ,no,no,not-effected
KhYIHolrYObcogrwm29w,no,no,not-effected
KUlu59WUgcOcgCnSlKBv,no,no,not-effected
OMu6uSakCYPY87maazxH,no,no,not-effected
M58NHQyFCXu0PUgDdhtH,no,no,not-effected
3rYYMGd0oaDPFr3VdrZU,no,no,not-effected
1tiiQdDBWPD3I2RfhyvI,no,no,not-effected
Tof29cOp13ZwHbdxo9zN,no,no,not-effected
a0e5fUhvYBFX2Ane47ZL,no,no,not-effected
Grblr6HPhcDolbqBebu3,no,no,not-effected
vdfk9HpcsMp3hUsxGNLL,no,no,not-effected
